序号	时间标识	源通道	帧ID	帧类型	帧格式	CAN类型	方向	长度	数据
1871	2023-03-23 19:26:27.687	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 60 A1 
1872	2023-03-23 19:26:27.687	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 7F 86 
1873	2023-03-23 19:26:27.694	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	43 0C 7C 30 02 1E F0 F4 
1874	2023-03-23 19:26:27.694	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 FF 00 
1875	2023-03-23 19:26:27.694	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 9F 60 
1876	2023-03-23 19:26:27.697	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
1877	2023-03-23 19:26:27.697	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
1878	2023-03-23 19:26:27.697	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
1879	2023-03-23 19:26:27.697	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 70 91 
1880	2023-03-23 19:26:27.697	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 B0 FF 
1881	2023-03-23 19:26:27.701	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 AF 8A 
1882	2023-03-23 19:26:27.701	Ch0	0x2EC	标准帧	数据帧	CANFD加速	Rx	8	A0 02 00 00 00 00 00 00 
1883	2023-03-23 19:26:27.701	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B 10 F3 
1884	2023-03-23 19:26:27.701	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
1885	2023-03-23 19:26:27.704	Ch0	0x43E	标准帧	数据帧	CANFD加速	Rx	8	8C FF FF FF FF 00 04 20 
1886	2023-03-23 19:26:27.704	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 7F 80 
1887	2023-03-23 19:26:27.707	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 80 81 
1888	2023-03-23 19:26:27.707	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 8F 76 
1889	2023-03-23 19:26:27.710	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 FF BD 
1890	2023-03-23 19:26:27.710	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 FF 4E 
1891	2023-03-23 19:26:27.713	Ch0	0x42E	标准帧	数据帧	CANFD加速	Rx	8	00 00 40 00 88 0B 50 FC 
1892	2023-03-23 19:26:27.716	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 90 71 
1893	2023-03-23 19:26:27.716	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 C0 EF 
1894	2023-03-23 19:26:27.719	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 08 C9 
1895	2023-03-23 19:26:27.719	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
1896	2023-03-23 19:26:27.722	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF 9F 9F 
1897	2023-03-23 19:26:27.722	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 FF BC 
1898	2023-03-23 19:26:27.722	Ch0	0x4B9	标准帧	数据帧	CANFD加速	Rx	8	00 FF FF 00 40 F0 FF FF 
1899	2023-03-23 19:26:27.722	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 F0 EA 
1900	2023-03-23 19:26:27.722	Ch0	0x4E6	标准帧	数据帧	CANFD加速	Rx	8	19 20 0F 00 00 FF 00 FF 
1901	2023-03-23 19:26:27.722	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 F1 82 
1902	2023-03-23 19:26:27.725	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 A0 61 
1903	2023-03-23 19:26:27.728	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 9F 66 
1904	2023-03-23 19:26:27.730	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F F0 03 
1905	2023-03-23 19:26:27.733	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 BF 27 
1906	2023-03-23 19:26:27.736	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 B0 51 
1907	2023-03-23 19:26:27.736	Ch0	0x4C4	标准帧	数据帧	CANFD加速	Rx	64	FF FF 00 01 30 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 
1908	2023-03-23 19:26:27.739	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 D0 DF 
1909	2023-03-23 19:26:27.739	Ch0	0x3BD	标准帧	数据帧	CANFD加速	Rx	64	FF FF FF FF 0F 00 05 14 14 00 FC DF D9 01 F0 FF FF F3 FF FF 31 03 F8 FF 0F C0 29 FF 03 10 42 08 21 E0 30 34 36 35 33 30 FE FF FE FF 14 FF 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 
1910	2023-03-23 19:26:27.742	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	43 0C 7C 30 02 1E 00 E4 
1911	2023-03-23 19:26:27.742	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 0F F0 
1912	2023-03-23 19:26:27.747	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 AF 50 
1913	2023-03-23 19:26:27.747	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
1914	2023-03-23 19:26:27.747	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
1915	2023-03-23 19:26:27.747	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
1916	2023-03-23 19:26:27.747	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 C0 41 
1917	2023-03-23 19:26:27.747	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF AF 56 
1918	2023-03-23 19:26:27.748	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 BF 7A 
1919	2023-03-23 19:26:27.751	Ch0	0x31E	标准帧	数据帧	CANFD加速	Rx	8	03 10 E0 FF FF FF 3F D0 
1920	2023-03-23 19:26:27.751	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B 20 E3 
1921	2023-03-23 19:26:27.751	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
1922	2023-03-23 19:26:27.755	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 8F 70 
1923	2023-03-23 19:26:27.755	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 D0 31 
1924	2023-03-23 19:26:27.758	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 0F AD 
1925	2023-03-23 19:26:27.758	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 0F 3E 
1926	2023-03-23 19:26:27.762	Ch0	0x323	标准帧	数据帧	CANFD加速	Rx	8	60 FF FE 0F FF FF CF C6 
1927	2023-03-23 19:26:27.762	Ch0	0x151	标准帧	数据帧	CANFD加速	Rx	8	00 FD FF 00 F0 FF CF 45 
1928	2023-03-23 19:26:27.762	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 E0 CF 
1929	2023-03-23 19:26:27.767	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 E0 21 
1930	2023-03-23 19:26:27.767	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF BF 46 
1931	2023-03-23 19:26:27.767	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 09 C8 
1932	2023-03-23 19:26:27.770	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
1933	2023-03-23 19:26:27.770	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF AF 8F 
1934	2023-03-23 19:26:27.770	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 0F AC 
1935	2023-03-23 19:26:27.770	Ch0	0x4A6	标准帧	数据帧	CANFD加速	Rx	8	00 6A BA 03 3C 00 04 C0 
1936	2023-03-23 19:26:27.774	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 00 DA 
1937	2023-03-23 19:26:27.774	Ch0	0x4BB	标准帧	数据帧	CANFD加速	Rx	64	00 00 00 00 00 00 00 10 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF FF FF FF FF 00 00 80 AE C8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 3F 00 00 00 00 08 FF FF FF FF FF FF FF 
1938	2023-03-23 19:26:27.774	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 01 72 
1939	2023-03-23 19:26:27.774	Ch0	0x3D8	标准帧	数据帧	CANFD加速	Rx	8	00 00 F8 00 00 AC 00 00 
1940	2023-03-23 19:26:27.774	Ch0	0x433	标准帧	数据帧	CANFD加速	Rx	8	00 80 90 B6 FD FF FF FF 
1941	2023-03-23 19:26:27.778	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 F0 11 
1942	2023-03-23 19:26:27.780	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F 00 F3 
1943	2023-03-23 19:26:27.783	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 CF 17 
1944	2023-03-23 19:26:27.783	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 F0 BF 
1945	2023-03-23 19:26:27.783	Ch0	0x4A5	标准帧	数据帧	CANFD加速	Rx	8	07 24 DC 10 00 34 F1 00 
1946	2023-03-23 19:26:27.787	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 00 01 
1947	2023-03-23 19:26:27.787	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF CF 36 
1948	2023-03-23 19:26:27.795	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	43 0C 7C 30 02 1E 10 D4 
1949	2023-03-23 19:26:27.795	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 1F E0 
1950	2023-03-23 19:26:27.795	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 BF 40 
1951	2023-03-23 19:26:27.797	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
1952	2023-03-23 19:26:27.797	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
1953	2023-03-23 19:26:27.797	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
1954	2023-03-23 19:26:27.797	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 10 F1 
1955	2023-03-23 19:26:27.801	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 CF 6A 
1956	2023-03-23 19:26:27.801	Ch0	0x2EC	标准帧	数据帧	CANFD加速	Rx	8	A0 02 00 00 00 00 00 00 
1957	2023-03-23 19:26:27.801	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B 30 D3 
1958	2023-03-23 19:26:27.803	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
1959	2023-03-23 19:26:27.803	Ch0	0x43E	标准帧	数据帧	CANFD加速	Rx	8	8C FF FF FF FF 00 04 20 
1960	2023-03-23 19:26:27.803	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 9F 60 
1961	2023-03-23 19:26:27.807	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 00 AF 
1962	2023-03-23 19:26:27.807	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 20 E1 
1963	2023-03-23 19:26:27.810	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF DF 26 
1964	2023-03-23 19:26:27.810	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 1F 9D 
1965	2023-03-23 19:26:27.810	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 1F 2E 
1966	2023-03-23 19:26:27.813	Ch0	0x42E	标准帧	数据帧	CANFD加速	Rx	8	00 00 40 00 88 0A 50 FC 
1967	2023-03-23 19:26:27.819	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 30 D1 
1968	2023-03-23 19:26:27.819	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 0A C7 
1969	2023-03-23 19:26:27.819	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
1970	2023-03-23 19:26:27.822	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF BF 7F 
1971	2023-03-23 19:26:27.822	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 1F 9C 
1972	2023-03-23 19:26:27.822	Ch0	0x4A0	标准帧	数据帧	CANFD加速	Rx	64	00 FC FF FF FF FF FF FF FF 00 00 FF FF FF FF 90 FF FF C0 FF 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF E8 46 00 FF FF FF FF FF FF 00 00 00 02 FF FF FF 00 00 00 FF 00 00 F0 FF FF FF FF FF 
1973	2023-03-23 19:26:27.822	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 10 CA 
1974	2023-03-23 19:26:27.822	Ch0	0x4CB	标准帧	数据帧	CANFD加速	Rx	64	00 00 00 00 C0 00 00 00 FF 46 E2 94 3C 3C 00 00 00 00 FA FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 
1975	2023-03-23 19:26:27.822	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 11 62 
1976	2023-03-23 19:26:27.826	Ch0	0x427	标准帧	数据帧	CANFD加速	Rx	8	04 00 00 00 00 00 00 00 
1977	2023-03-23 19:26:27.826	Ch0	0x4EB	标准帧	数据帧	CANFD加速	Rx	8	01 F4 01 C9 D2 FF C8 00 
1978	2023-03-23 19:26:27.826	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 10 9F 
1979	2023-03-23 19:26:27.826	Ch0	0x4D9	标准帧	数据帧	CANFD加速	Rx	8	01 AC 50 19 FF FF FF FF 
1980	2023-03-23 19:26:27.828	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 40 C1 
1981	2023-03-23 19:26:27.828	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF EF 16 
1982	2023-03-23 19:26:27.831	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F 10 E3 
1983	2023-03-23 19:26:27.831	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 DF 07 
1984	2023-03-23 19:26:27.837	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 50 B1 
1985	2023-03-23 19:26:27.841	Ch0	0x3BD	标准帧	数据帧	CANFD加速	Rx	64	FF FF FF FF 0F 00 05 14 14 00 FC DF D9 01 F0 FF FF F3 FF FF 31 03 F8 FF 0F C0 29 FF 03 10 42 08 21 E0 30 34 36 35 33 30 FE FF FE FF 14 FF 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 
1986	2023-03-23 19:26:27.841	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	43 0C 7C 30 02 1E 20 C4 
1987	2023-03-23 19:26:27.843	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 2F D0 
1988	2023-03-23 19:26:27.843	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 CF 30 
1989	2023-03-23 19:26:27.843	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 20 8F 
1990	2023-03-23 19:26:27.847	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
1991	2023-03-23 19:26:27.847	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
1992	2023-03-23 19:26:27.847	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
1993	2023-03-23 19:26:27.847	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 60 A1 
1994	2023-03-23 19:26:27.849	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF FF 06 
1995	2023-03-23 19:26:27.849	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 DF 5A 
1996	2023-03-23 19:26:27.853	Ch0	0x31E	标准帧	数据帧	CANFD加速	Rx	8	03 10 E0 FF FF FF 3F D0 
1997	2023-03-23 19:26:27.853	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B 40 C3 
1998	2023-03-23 19:26:27.853	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
1999	2023-03-23 19:26:27.857	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 AF 50 
2000	2023-03-23 19:26:27.857	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 70 91 
2001	2023-03-23 19:26:27.860	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 2F 8D 
2002	2023-03-23 19:26:27.860	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 2F 1E 
2003	2023-03-23 19:26:27.863	Ch0	0x323	标准帧	数据帧	CANFD加速	Rx	8	60 FF FE 0F FF FF DF B6 
2004	2023-03-23 19:26:27.863	Ch0	0x151	标准帧	数据帧	CANFD加速	Rx	8	00 FD FF 00 F0 FF DF 35 
2005	2023-03-23 19:26:27.867	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 30 7F 
2006	2023-03-23 19:26:27.867	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 80 81 
2007	2023-03-23 19:26:27.870	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 0F F6 
2008	2023-03-23 19:26:27.870	Ch0	0x4A5	标准帧	数据帧	CANFD加速	Rx	8	01 00 00 00 40 6F F4 A1 
2009	2023-03-23 19:26:27.870	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
2010	2023-03-23 19:26:27.870	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 0B C6 
2011	2023-03-23 19:26:27.870	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF CF 6F 
2012	2023-03-23 19:26:27.873	Ch0	0x4A1	标准帧	数据帧	CANFD加速	Rx	64	80 00 00 00 00 00 FC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 
2013	2023-03-23 19:26:27.873	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 2F 8C 
2014	2023-03-23 19:26:27.873	Ch0	0x4C7	标准帧	数据帧	CANFD加速	Rx	64	00 00 00 00 00 00 80 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 8F 00 FF FF 80 0F FC FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 
2015	2023-03-23 19:26:27.873	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 20 BA 
2016	2023-03-23 19:26:27.876	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 21 52 
2017	2023-03-23 19:26:27.879	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 90 71 
2018	2023-03-23 19:26:27.879	Ch0	0x3D9	标准帧	数据帧	CANFD加速	Rx	8	01 00 08 00 28 A0 01 00 
2019	2023-03-23 19:26:27.882	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F 20 D3 
2020	2023-03-23 19:26:27.882	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 EF F7 
2021	2023-03-23 19:26:27.885	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 40 6F 
2022	2023-03-23 19:26:27.888	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 A0 61 
2023	2023-03-23 19:26:27.888	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 1F E6 
2024	2023-03-23 19:26:27.888	Ch0	0x49A	标准帧	数据帧	CANFD加速	Rx	8	00 00 70 00 00 00 00 8F 
2025	2023-03-23 19:26:27.891	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	43 0C 7C 30 02 1E 30 B4 
2026	2023-03-23 19:26:27.894	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 3F C0 
2027	2023-03-23 19:26:27.894	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 DF 20 
2028	2023-03-23 19:26:27.897	Ch0	0x4EB	标准帧	数据帧	CANFD加速	Rx	8	02 05 C8 00 00 00 00 00 
2029	2023-03-23 19:26:27.897	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
2030	2023-03-23 19:26:27.897	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
2031	2023-03-23 19:26:27.897	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
2032	2023-03-23 19:26:27.897	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 B0 51 
2033	2023-03-23 19:26:27.900	Ch0	0x2EC	标准帧	数据帧	CANFD加速	Rx	8	A0 02 00 00 00 00 00 00 
2034	2023-03-23 19:26:27.900	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 EF 4A 
2035	2023-03-23 19:26:27.904	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B 50 B3 
2036	2023-03-23 19:26:27.904	Ch0	0x43E	标准帧	数据帧	CANFD加速	Rx	8	8C FF FF FF FF 00 04 20 
2037	2023-03-23 19:26:27.904	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
2038	2023-03-23 19:26:27.904	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 BF 40 
2039	2023-03-23 19:26:27.908	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 50 5F 
2040	2023-03-23 19:26:27.908	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 C0 41 
2041	2023-03-23 19:26:27.908	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 2F D6 
2042	2023-03-23 19:26:27.911	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 3F 7D 
2043	2023-03-23 19:26:27.911	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 3F 0E 
2044	2023-03-23 19:26:27.911	Ch0	0x42E	标准帧	数据帧	CANFD加速	Rx	8	00 00 40 00 88 0A 50 FC 
2045	2023-03-23 19:26:27.915	Ch0	0x427	标准帧	数据帧	CANFD加速	Rx	8	05 FE 00 FF FF FF FF FF 
2046	2023-03-23 19:26:27.992	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 D0 31 
