序号	时间标识	源通道	帧ID	帧类型	帧格式	CAN类型	方向	长度	数据
2047	2023-03-23 19:26:27.993	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
2048	2023-03-23 19:26:27.993	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 0C C5 
2049	2023-03-23 19:26:27.993	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF DF 5F 
2050	2023-03-23 19:26:27.993	Ch0	0x41C	标准帧	数据帧	CANFD加速	Rx	8	40 EF 01 F9 F7 08 A0 FF 
2051	2023-03-23 19:26:27.993	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 3F 7C 
2052	2023-03-23 19:26:27.993	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 30 AA 
2053	2023-03-23 19:26:27.993	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 31 42 
2054	2023-03-23 19:26:27.993	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 60 4F 
2055	2023-03-23 19:26:27.993	Ch0	0x4A4	标准帧	数据帧	CANFD加速	Rx	8	01 F0 F0 E0 FF FF FF FF 
2056	2023-03-23 19:26:27.993	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 E0 21 
2057	2023-03-23 19:26:27.993	Ch0	0x511	标准帧	数据帧	CANFD加速	Rx	8	11 00 00 00 00 00 00 EE 
2058	2023-03-23 19:26:27.993	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 3F C6 
2059	2023-03-23 19:26:27.993	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F 30 C3 
2060	2023-03-23 19:26:27.993	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 FF E7 
2061	2023-03-23 19:26:27.993	Ch0	0x2E9	标准帧	数据帧	CANFD加速	Rx	8	FF FF FF FF FF FF FF FF 
2062	2023-03-23 19:26:27.993	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 F0 11 
2063	2023-03-23 19:26:27.993	Ch0	0x4E1	标准帧	数据帧	CANFD加速	Rx	8	FF FF FF FF FF FF 00 00 
2064	2023-03-23 19:26:27.993	Ch0	0x4DE	标准帧	数据帧	CANFD加速	Rx	8	01 F1 00 00 00 00 00 00 
2065	2023-03-23 19:26:27.993	Ch0	0x4C2	标准帧	数据帧	CANFD加速	Rx	8	11 7F 00 00 1F 3F 00 00 
2066	2023-03-23 19:26:27.993	Ch0	0x3BD	标准帧	数据帧	CANFD加速	Rx	64	FF FF FF FF 0F 00 05 14 14 00 FC DF D9 01 F0 FF FF F3 FF FF 31 03 F8 FF 0F C0 29 FF 03 10 42 08 21 E0 30 34 36 35 33 30 FE FF FE FF 14 FF 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 
2067	2023-03-23 19:26:27.993	Ch0	0x4C2	标准帧	数据帧	CANFD加速	Rx	8	10 7F 00 00 1F 3F 00 00 
2068	2023-03-23 19:26:27.993	Ch0	0x42B	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
2069	2023-03-23 19:26:27.993	Ch0	0x424	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
2070	2023-03-23 19:26:27.993	Ch0	0x421	标准帧	数据帧	CANFD加速	Rx	8	A3 77 01 41 BD F7 DE 03 
2071	2023-03-23 19:26:27.993	Ch0	0x409	标准帧	数据帧	CANFD加速	Rx	8	03 00 00 00 00 00 00 00 
2072	2023-03-23 19:26:27.993	Ch0	0x409	标准帧	数据帧	CANFD加速	Rx	8	01 00 00 00 00 00 00 00 
2073	2023-03-23 19:26:27.993	Ch0	0x3EC	标准帧	数据帧	CANFD加速	Rx	8	FF 3F FF 3F FF 3F FF 3F 
2074	2023-03-23 19:26:27.993	Ch0	0x3EA	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
2075	2023-03-23 19:26:27.993	Ch0	0x3DC	标准帧	数据帧	CANFD加速	Rx	8	01 55 00 00 00 00 00 00 
2076	2023-03-23 19:26:27.993	Ch0	0x3D5	标准帧	数据帧	CANFD加速	Rx	8	40 18 F9 1A 80 9B 9D 44 
2077	2023-03-23 19:26:27.993	Ch0	0x3B7	标准帧	数据帧	CANFD加速	Rx	8	00 00 FF FF FF 03 00 00 
2078	2023-03-23 19:26:27.993	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	43 0C 7C 30 02 1E 40 A4 
2079	2023-03-23 19:26:27.993	Ch0	0x300	标准帧	数据帧	CANFD加速	Rx	8	FF FF 7F 0F 00 1F 3F 7F 
2080	2023-03-23 19:26:27.993	Ch0	0x2D4	标准帧	数据帧	CANFD加速	Rx	8	C6 23 4D 8B 68 31 02 00 
2081	2023-03-23 19:26:27.993	Ch0	0x2B6	标准帧	数据帧	CANFD加速	Rx	8	17 03 16 13 1A 17 33 00 
2082	2023-03-23 19:26:27.993	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 4F B0 
2083	2023-03-23 19:26:27.993	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 EF 10 
2084	2023-03-23 19:26:27.993	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
2085	2023-03-23 19:26:27.993	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
2086	2023-03-23 19:26:27.993	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
2087	2023-03-23 19:26:27.993	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 70 3F 
2088	2023-03-23 19:26:27.993	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 00 01 
2089	2023-03-23 19:26:27.993	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 FF 3A 
2090	2023-03-23 19:26:27.993	Ch0	0x31E	标准帧	数据帧	CANFD加速	Rx	8	03 10 E0 FF FF FF 3F D0 
2091	2023-03-23 19:26:27.993	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 4F B6 
2092	2023-03-23 19:26:27.993	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B 60 A3 
2093	2023-03-23 19:26:27.993	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
2094	2023-03-23 19:26:27.993	Ch0	0x4A5	标准帧	数据帧	CANFD加速	Rx	8	03 00 00 00 00 00 51 FE 
2095	2023-03-23 19:26:27.993	Ch0	0x535	标准帧	数据帧	CANFD加速	Rx	8	35 00 00 00 00 00 02 C8 
2096	2023-03-23 19:26:27.993	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 CF 30 
2097	2023-03-23 19:26:27.993	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 10 F1 
2098	2023-03-23 19:26:27.993	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 4F 6D 
2099	2023-03-23 19:26:27.993	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 4F FE 
2100	2023-03-23 19:26:27.993	Ch0	0x323	标准帧	数据帧	CANFD加速	Rx	8	60 FF FE 0F FF FF EF A6 
2101	2023-03-23 19:26:27.993	Ch0	0x151	标准帧	数据帧	CANFD加速	Rx	8	00 FD FF 00 F0 FF EF 25 
2102	2023-03-23 19:26:27.993	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 80 2F 
2103	2023-03-23 19:26:27.993	Ch0	0x4EB	标准帧	数据帧	CANFD加速	Rx	8	03 00 00 00 00 3C 19 19 
2104	2023-03-23 19:26:27.993	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 20 E1 
2105	2023-03-23 19:26:27.993	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
2106	2023-03-23 19:26:27.993	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 0D C4 
2107	2023-03-23 19:26:27.993	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF EF 4F 
2108	2023-03-23 19:26:27.993	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 5F A6 
2109	2023-03-23 19:26:27.993	Ch0	0x3DA	标准帧	数据帧	CANFD加速	Rx	8	00 B0 FF FF FF 00 00 0C 
2110	2023-03-23 19:26:27.993	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 4F 6C 
2111	2023-03-23 19:26:27.993	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 40 9A 
2112	2023-03-23 19:26:27.993	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 41 32 
2113	2023-03-23 19:26:27.993	Ch0	0x4FE	标准帧	数据帧	CANFD加速	Rx	8	68 D9 8B 0F FC C0 FF FF 
2114	2023-03-23 19:26:27.993	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 30 D1 
2115	2023-03-23 19:26:27.993	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F 40 B3 
2116	2023-03-23 19:26:27.993	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 0F D7 
2117	2023-03-23 19:26:27.993	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 90 1F 
2118	2023-03-23 19:26:27.993	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 40 C1 
2119	2023-03-23 19:26:27.993	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 6F 96 
2120	2023-03-23 19:26:27.993	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	43 0C 7C 30 02 1E 50 94 
2121	2023-03-23 19:26:27.993	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 5F A0 
2122	2023-03-23 19:26:27.996	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 FF 00 
2123	2023-03-23 19:26:27.996	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
2124	2023-03-23 19:26:27.996	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
2125	2023-03-23 19:26:27.996	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
2126	2023-03-23 19:26:27.996	Ch0	0x33F	标准帧	数据帧	CANFD加速	Rx	8	00 01 5D 00 00 00 00 7D 
2127	2023-03-23 19:26:28.000	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 50 B1 
2128	2023-03-23 19:26:28.000	Ch0	0x2EC	标准帧	数据帧	CANFD加速	Rx	8	A0 02 00 00 00 00 00 00 
2129	2023-03-23 19:26:28.000	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 0F 2A 
2130	2023-03-23 19:26:28.004	Ch0	0x43E	标准帧	数据帧	CANFD加速	Rx	8	8C FF FF FF FF 00 04 20 
2131	2023-03-23 19:26:28.004	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B 70 93 
2132	2023-03-23 19:26:28.004	Ch0	0x427	标准帧	数据帧	CANFD加速	Rx	8	07 00 00 00 00 00 00 0A 
2133	2023-03-23 19:26:28.004	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
2134	2023-03-23 19:26:28.004	Ch0	0x3D9	标准帧	数据帧	CANFD加速	Rx	8	02 80 38 00 00 00 F0 FF 
2135	2023-03-23 19:26:28.007	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 DF 20 
2136	2023-03-23 19:26:28.007	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 A0 0F 
2137	2023-03-23 19:26:28.010	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 60 A1 
2138	2023-03-23 19:26:28.010	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 5F 5D 
2139	2023-03-23 19:26:28.010	Ch0	0x42E	标准帧	数据帧	CANFD加速	Rx	8	00 00 40 00 88 0A 50 FC 
2140	2023-03-23 19:26:28.013	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 5F EE 
2141	2023-03-23 19:26:28.016	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 7F 86 
2142	2023-03-23 19:26:28.016	Ch0	0x1B5	标准帧	数据帧	CANFD加速	Rx	8	21 06 73 01 8E 01 00 01 
2143	2023-03-23 19:26:28.016	Ch0	0x426	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
2144	2023-03-23 19:26:28.016	Ch0	0x1B5	标准帧	数据帧	CANFD加速	Rx	8	21 06 73 01 8E 01 00 01 
2145	2023-03-23 19:26:28.019	Ch0	0x1B5	标准帧	数据帧	CANFD加速	Rx	8	21 06 78 01 8F 01 00 01 
2146	2023-03-23 19:26:28.019	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 70 91 
2147	2023-03-23 19:26:28.023	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
2148	2023-03-23 19:26:28.023	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 0E C3 
2149	2023-03-23 19:26:28.023	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF FF 3F 
2150	2023-03-23 19:26:28.023	Ch0	0x1B5	标准帧	数据帧	CANFD加速	Rx	8	21 06 78 01 8F 01 00 01 
2151	2023-03-23 19:26:28.023	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 5F 5C 
2152	2023-03-23 19:26:28.025	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 50 8A 
2153	2023-03-23 19:26:28.025	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 51 22 
2154	2023-03-23 19:26:28.029	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 B0 FF 
2155	2023-03-23 19:26:28.029	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 80 81 
2156	2023-03-23 19:26:28.031	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F 50 A3 
2157	2023-03-23 19:26:28.034	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 1F C7 
2158	2023-03-23 19:26:28.034	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 8F 76 
2159	2023-03-23 19:26:28.037	Ch0	0x434	标准帧	数据帧	CANFD加速	Rx	8	00 00 08 00 79 04 22 58 
2160	2023-03-23 19:26:28.037	Ch0	0x4EB	标准帧	数据帧	CANFD加速	Rx	8	04 2E 2E 14 14 14 14 2D 
2161	2023-03-23 19:26:28.037	Ch0	0x4A5	标准帧	数据帧	CANFD加速	Rx	8	04 37 0C 60 16 01 FE EF 
2162	2023-03-23 19:26:28.040	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 90 71 
2163	2023-03-23 19:26:28.040	Ch0	0x3BD	标准帧	数据帧	CANFD加速	Rx	64	FF FF FF FF 0F 00 05 14 14 00 FC DF D9 01 F0 FF FF F3 FF FF 31 03 F8 FF 0F C0 29 FF 03 10 42 08 21 E0 30 34 36 35 33 30 FE FF FE FF 14 FF 00 00 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 
2164	2023-03-23 19:26:28.044	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	43 0C 7C 30 02 1E 60 84 
2165	2023-03-23 19:26:28.044	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 6F 90 
2166	2023-03-23 19:26:28.044	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 0F F0 
2167	2023-03-23 19:26:28.047	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
2168	2023-03-23 19:26:28.047	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
2169	2023-03-23 19:26:28.047	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
2170	2023-03-23 19:26:28.050	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 C0 EF 
2171	2023-03-23 19:26:28.050	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 A0 61 
2172	2023-03-23 19:26:28.053	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 1F 1A 
2173	2023-03-23 19:26:28.053	Ch0	0x31E	标准帧	数据帧	CANFD加速	Rx	8	03 10 E0 FF FF FF 3F D0 
2174	2023-03-23 19:26:28.053	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B 80 83 
2175	2023-03-23 19:26:28.053	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
2176	2023-03-23 19:26:28.056	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF 9F 66 
2177	2023-03-23 19:26:28.056	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 EF 10 
2178	2023-03-23 19:26:28.060	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 B0 51 
2179	2023-03-23 19:26:28.062	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 6F 4D 
2180	2023-03-23 19:26:28.062	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 6F DE 
2181	2023-03-23 19:26:28.062	Ch0	0x323	标准帧	数据帧	CANFD加速	Rx	8	60 FF FE 0F FF FF FF 96 
2182	2023-03-23 19:26:28.065	Ch0	0x151	标准帧	数据帧	CANFD加速	Rx	8	00 FD FF 00 F0 FF FF 15 
2183	2023-03-23 19:26:28.068	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 D0 DF 
2184	2023-03-23 19:26:28.071	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 C0 41 
2185	2023-03-23 19:26:28.071	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
2186	2023-03-23 19:26:28.071	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 0F C2 
2187	2023-03-23 19:26:28.071	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF 0F 2F 
2188	2023-03-23 19:26:28.071	Ch0	0x41A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 0A 09 10 00 C0 FF 
2189	2023-03-23 19:26:28.076	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 6F 4C 
2190	2023-03-23 19:26:28.076	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 60 7A 
2191	2023-03-23 19:26:28.076	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 61 12 
2192	2023-03-23 19:26:28.079	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF AF 56 
2193	2023-03-23 19:26:28.079	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 D0 31 
2194	2023-03-23 19:26:28.082	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F 60 93 
2195	2023-03-23 19:26:28.082	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 2F B7 
2196	2023-03-23 19:26:28.082	Ch0	0x31D	标准帧	数据帧	CANFD加速	Rx	8	91 01 00 00 00 00 F0 7D 
2197	2023-03-23 19:26:28.089	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 E0 CF 
2198	2023-03-23 19:26:28.091	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 E0 21 
2199	2023-03-23 19:26:28.094	Ch0	0x261	标准帧	数据帧	CANFD加速	Rx	8	43 0C 7C 30 02 1E 70 74 
2200	2023-03-23 19:26:28.094	Ch0	0x427	标准帧	数据帧	CANFD加速	Rx	8	08 00 14 00 00 00 00 00 
2201	2023-03-23 19:26:28.094	Ch0	0x28F	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 7F 80 
2202	2023-03-23 19:26:28.094	Ch0	0x2C0	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 1F E0 
2203	2023-03-23 19:26:28.097	Ch0	0x2EF	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 00 00 
2204	2023-03-23 19:26:28.097	Ch0	0x2DD	标准帧	数据帧	CANFD加速	Rx	8	FF 00 00 50 00 00 00 00 
2205	2023-03-23 19:26:28.097	Ch0	0x27B	标准帧	数据帧	CANFD加速	Rx	8	18 20 00 00 00 00 00 C7 
2206	2023-03-23 19:26:28.097	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF BF 46 
2207	2023-03-23 19:26:28.100	Ch0	0x2EC	标准帧	数据帧	CANFD加速	Rx	8	A0 02 00 00 00 00 00 00 
2208	2023-03-23 19:26:28.100	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 F0 11 
2209	2023-03-23 19:26:28.100	Ch0	0x12D	标准帧	数据帧	CANFD加速	Rx	8	A0 28 02 00 0C F0 2F 0A 
2210	2023-03-23 19:26:28.104	Ch0	0x43E	标准帧	数据帧	CANFD加速	Rx	8	8C FF FF FF FF 00 04 20 
2211	2023-03-23 19:26:28.104	Ch0	0x26F	标准帧	数据帧	CANFD加速	Rx	8	FF FF 3F A1 03 1B 90 73 
2212	2023-03-23 19:26:28.104	Ch0	0x267	标准帧	数据帧	CANFD加速	Rx	8	DE 7B EF BD F7 3E C5 12 
2213	2023-03-23 19:26:28.107	Ch0	0x248	标准帧	数据帧	CANFD加速	Rx	8	00 00 00 00 00 00 FF 00 
2214	2023-03-23 19:26:28.111	Ch0	0x25D	标准帧	数据帧	CANFD加速	Rx	8	80 F0 FF F1 FF F1 F0 BF 
2215	2023-03-23 19:26:28.111	Ch0	0x4EB	标准帧	数据帧	CANFD加速	Rx	8	05 D7 00 B3 CF 3E B8 0B 
2216	2023-03-23 19:26:28.111	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 00 01 
2217	2023-03-23 19:26:28.111	Ch0	0x275	标准帧	数据帧	CANFD加速	Rx	8	19 10 01 19 00 00 7F 3D 
2218	2023-03-23 19:26:28.111	Ch0	0x287	标准帧	数据帧	CANFD加速	Rx	8	00 10 01 59 04 44 7F CE 
2219	2023-03-23 19:26:28.114	Ch0	0x42E	标准帧	数据帧	CANFD加速	Rx	8	00 00 40 00 88 0B 50 FC 
2220	2023-03-23 19:26:28.117	Ch0	0x1EF	标准帧	数据帧	CANFD加速	Rx	16	00 00 00 00 00 00 00 00 FF FF FF FF FF FF CF 36 
2221	2023-03-23 19:26:28.121	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 10 F1 
2222	2023-03-23 19:26:28.121	Ch0	0x288	标准帧	数据帧	CANFD加速	Rx	48	50 FF 9B 50 FF 9B 50 FF 9B 50 FF 9B 05 05 05 05 46 46 46 46 00 00 00 00 00 00 50 FF 9B 05 46 00 00 00 00 00 00 00 80 E0 02 00 E0 FF FF FF FF FF 
2223	2023-03-23 19:26:28.121	Ch0	0x4A5	标准帧	数据帧	CANFD加速	Rx	8	05 FF 7F 23 04 90 FE 5F 
2224	2023-03-23 19:26:28.121	Ch0	0x1C2	标准帧	数据帧	CANFD加速	Rx	8	57 3A F1 80 C0 FF 1F 1F 
2225	2023-03-23 19:26:28.130	Ch0	0x294	标准帧	数据帧	CANFD加速	Rx	8	55 00 56 08 2C 4F 00 D1 
2226	2023-03-23 19:26:28.130	Ch0	0x144	标准帧	数据帧	CANFD加速	Rx	8	00 01 80 E8 13 82 20 E1 
2227	2023-03-23 19:26:28.130	Ch0	0x296	标准帧	数据帧	CANFD加速	Rx	8	40 04 00 00 00 00 7F 3C 
2228	2023-03-23 19:26:28.133	Ch0	0x2A6	标准帧	数据帧	CANFD加速	Rx	8	C0 01 64 00 00 00 70 6A 
2229	2023-03-23 19:26:28.133	Ch0	0x367	标准帧	数据帧	CANFD加速	Rx	24	10 3E A9 79 EC FF FF FF FF FF FF FF FF FF FF FF FF 00 00 00 00 00 00 00 
2230	2023-03-23 19:26:28.133	Ch0	0x235	标准帧	数据帧	CANFD加速	Rx	8	00 80 00 16 00 F6 71 02 
2231	2023-03-23 19:26:28.133	Ch0	0x23A	标准帧	数据帧	CANFD加速	Rx	8	FF FF 80 00 FF 8F 70 83 
2232	2023-03-23 19:26:28.137	Ch0	0x2B0	标准帧	数据帧	CANFD加速	Rx	8	19 00 00 00 00 00 3F A7 
